,School_Name,STREET,POSTCODE,LNG,LAT,LOCALITY,GENDER,OFSTEDRATING,price_paid,postcode,property_type,new_build,estate_type,street
857,St Brigid's Catholic Primary School,frankley beeches road,B31 5AB,-1.97625378,52.41081758,Northfield,Mixed,Good,150000,B31 5LZ,S,N,L,frankley beeches road
858,St Brigid's Catholic Primary School,frankley beeches road,B31 5AB,-1.97625378,52.41081758,Northfield,Mixed,Good,199950,B31 5LZ,S,N,F,frankley beeches road
859,St Chad's Catholic Primary School,hospital street,B19 3XD,-1.901128688,52.49247997,Newtown,Mixed,Good,155000,B19 2NJ,T,N,F,hospital street
861,St Clare's Catholic Primary School,robert road,B20 3RT,-1.9132007690000001,52.51009168,Handsworth,Mixed,Requires improvement,230000,B20 3RS,T,N,F,robert road
862,St Columba's Catholic Primary School,lickey road,B45 8TD,-1.9909462880000002,52.39469141,Rednal,Mixed,Good,175000,B45 8TE,S,N,F,lickey road
863,St Dunstan's Catholic Primary School,drayton road,B14 7LP,-1.889805374,52.43225512,Kings Heath,Mixed,Good,350000,B14 7LP,T,N,F,drayton road
864,St Dunstan's Catholic Primary School,drayton road,B14 7LP,-1.889805374,52.43225512,Kings Heath,Mixed,Good,247100,B14 7LR,T,N,F,drayton road
865,St Dunstan's Catholic Primary School,drayton road,B14 7LP,-1.889805374,52.43225512,Kings Heath,Mixed,Good,285000,B14 7LR,T,N,F,drayton road
866,St Edmund Campion Catholic School & Sixth Form Centre,sutton road,B23 5XA,-1.830641236,52.53033774,Erdington,Mixed,Good,1000000,B23 5TJ,O,N,F,sutton road
867,St Edmund Campion Catholic School & Sixth Form Centre,sutton road,B23 5XA,-1.830641236,52.53033774,Erdington,Mixed,Good,123000,B23 6QH,F,N,L,sutton road
868,St Francis Church of England Aided Primary School and Nursery,teazel avenue,B30 1LZ,-1.945619135,52.42331272,Bournville,Mixed,Good,495000,B30 1LZ,S,N,F,teazel avenue
869,St George's Church of England Primary School,beaufort road,B16 8HY,-1.928480814,52.47315326,,Mixed,Good,145000,B16 8HZ,F,N,L,beaufort road
870,St Mary and St John Junior and Infant School,beaufort road,B23 7NB,-1.848274433,52.51660705,Erdington,Mixed,Special Measures,145000,B16 8HZ,F,N,L,beaufort road
872,St Gerard's RC Junior and Infant School,yatesbury avenue,B35 6LB,-1.786632534,52.52263432,Castle Vale,Mixed,Good,135200,B35 6DG,T,N,F,yatesbury avenue
873,St Gerard's RC Junior and Infant School,yatesbury avenue,B35 6LB,-1.786632534,52.52263432,Castle Vale,Mixed,Good,100000,B35 6PU,F,N,L,yatesbury avenue
875,"St James Church of England Primary School, Handsworth",sandwell road,B21 8NH,-1.949198786,52.50786504,,Mixed,Good,212000,B21 8ND,T,N,F,sandwell road
876,"St James Church of England Primary School, Handsworth",sandwell road,B21 8NH,-1.949198786,52.50786504,,Mixed,Good,311000,B21 8PD,S,N,F,sandwell road
877,"St James Church of England Primary School, Handsworth",sandwell road,B21 8NH,-1.949198786,52.50786504,,Mixed,Good,340000,B21 8PD,S,N,F,sandwell road
878,"St James Church of England Primary School, Handsworth",sandwell road,B21 8NH,-1.949198786,52.50786504,,Mixed,Good,175000,B21 8PY,T,N,F,sandwell road
879,St John and Monica Catholic Primary School,chantry road,B13 8DW,-1.894424539,52.45042808,Moseley,Mixed,Good,843000,B13 8DL,S,N,F,chantry road
880,St John Fisher Catholic Primary School,alvechurch road,B31 3PN,-1.959777632,52.39367813,West Heath,Mixed,Good,67500,B31 3JW,O,N,L,alvechurch road
881,St John Fisher Catholic Primary School,alvechurch road,B31 3PN,-1.959777632,52.39367813,West Heath,Mixed,Good,141000,B31 3PN,F,N,L,alvechurch road
882,St John Fisher Catholic Primary School,alvechurch road,B31 3PN,-1.959777632,52.39367813,West Heath,Mixed,Good,150000,B31 3PS,T,N,F,alvechurch road
883,St John Fisher Catholic Primary School,alvechurch road,B31 3PN,-1.959777632,52.39367813,West Heath,Mixed,Good,225000,B31 3PX,T,N,F,alvechurch road
888,St Laurence Church Infant School,bunbury road,B31 2DJ,-1.9644494819999998,52.41436435,Northfield,Mixed,Good,485000,B31 2DN,D,N,F,bunbury road
889,St Laurence Church Junior School,bunbury road,B31 2DJ,-1.962787109,52.41488664,Northfield,Mixed,Good,485000,B31 2DN,D,N,F,bunbury road
890,St Margaret Mary RC Junior and Infant School,perry common road,B23 7AB,-1.8637844430000001,52.53329313,,Mixed,Good,146000,B23 7AD,S,N,F,perry common road
891,St Margaret Mary RC Junior and Infant School,perry common road,B23 7AB,-1.8637844430000001,52.53329313,,Mixed,Good,160000,B23 7AE,T,N,F,perry common road
892,St Margaret Mary RC Junior and Infant School,perry common road,B23 7AB,-1.8637844430000001,52.53329313,,Mixed,Good,150000,B23 7AU,S,N,F,perry common road
893,St Margaret Mary RC Junior and Infant School,perry common road,B23 7AB,-1.8637844430000001,52.53329313,,Mixed,Good,160000,B23 7AU,S,N,F,perry common road
894,Wilson Stuart School,perry common road,B23 7AT,-1.868150851,52.53234514,Erdington,Mixed,Outstanding,146000,B23 7AD,S,N,F,perry common road
895,Wilson Stuart School,perry common road,B23 7AT,-1.868150851,52.53234514,Erdington,Mixed,Outstanding,160000,B23 7AE,T,N,F,perry common road
896,Wilson Stuart School,perry common road,B23 7AT,-1.868150851,52.53234514,Erdington,Mixed,Outstanding,150000,B23 7AU,S,N,F,perry common road
897,Wilson Stuart School,perry common road,B23 7AT,-1.868150851,52.53234514,Erdington,Mixed,Outstanding,160000,B23 7AU,S,N,F,perry common road
898,St Mary's Catholic Primary School,vivian road,B17 0DN,-1.95215373,52.45649592,Harborne,Mixed,Outstanding,485000,B17 0DJ,T,N,F,vivian road
899,St Mary's Catholic Primary School,vivian road,B17 0DN,-1.95215373,52.45649592,Harborne,Mixed,Outstanding,340000,B17 0DR,S,N,F,vivian road
900,St Mary's Church of England Primary School,lodge hill road,B29 6NU,-1.943054963,52.43908002,Selly Oak,Mixed,Good,253000,B29 6NG,S,N,F,lodge hill road
901,St Mary's Church of England Primary School,lodge hill road,B29 6NU,-1.943054963,52.43908002,Selly Oak,Mixed,Good,292000,B29 6NG,T,N,F,lodge hill road
902,St Mary's Church of England Primary School,lodge hill road,B29 6NU,-1.943054963,52.43908002,Selly Oak,Mixed,Good,323000,B29 6NG,S,N,F,lodge hill road
903,St Mary's Church of England Primary School,lodge hill road,B29 6NU,-1.943054963,52.43908002,Selly Oak,Mixed,Good,294000,B29 6NG,S,N,F,lodge hill road
904,St Mary's Church of England Primary School,lodge hill road,B29 6NU,-1.943054963,52.43908002,Selly Oak,Mixed,Good,265000,B29 6NL,S,N,F,lodge hill road
905,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,250000,B19 1DB,T,N,F,hamstead road
906,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,330000,B19 1DB,T,N,F,hamstead road
907,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,325000,B19 1DB,T,N,F,hamstead road
908,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,325000,B19 1DB,T,N,F,hamstead road
909,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,325000,B19 1DB,T,N,F,hamstead road
910,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,325000,B19 1DB,T,N,F,hamstead road
911,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,325000,B19 1DB,T,N,F,hamstead road
912,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,340000,B19 1DB,T,N,F,hamstead road
913,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,101000,B19 1DD,T,N,F,hamstead road
914,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,293000,B20 2BT,S,N,F,hamstead road
915,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,68000,B20 2RL,F,N,L,hamstead road
916,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,82500,B20 2RL,F,N,L,hamstead road
917,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,165000,B43 5BA,S,N,F,hamstead road
918,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,223000,B43 5BD,S,N,F,hamstead road
919,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,194000,B43 5BJ,S,N,F,hamstead road
920,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,165000,B43 5BJ,T,N,F,hamstead road
921,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,78375,B43 5BL,T,N,F,hamstead road
922,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,72000,B43 5BL,F,N,L,hamstead road
923,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,245000,B43 5BN,T,N,F,hamstead road
924,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,178000,B43 5TB,T,N,L,hamstead road
925,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,178000,B43 5TB,T,N,F,hamstead road
926,"St Marys C of E Primary and Nursery, Academy, Handsworth",hamstead road,B20 2RW,-1.919416557,52.51119287,Handsworth,Mixed,Good,5950,B43 5TB,O,N,F,hamstead road
927,St Patrick's Catholic Primary School,dudley road,B18 7QW,-1.931640445,52.48626241,,Mixed,Good,380000,B18 4HD,O,N,F,dudley road
928,St Patrick's Catholic Primary School,dudley road,B18 7QW,-1.931640445,52.48626241,,Mixed,Good,300000,B18 7QY,O,N,F,dudley road
929,St Paul's Catholic Primary School,sisefield road,B38 9JB,-1.924628276,52.40118575,Kings Norton,Mixed,Good,140000,B38 9BG,T,N,F,sisefield road
930,St Paul's Catholic Primary School,sisefield road,B38 9JB,-1.924628276,52.40118575,Kings Norton,Mixed,Good,85000,B38 9JA,F,N,L,sisefield road
931,St Peter and St Paul RC Junior and Infant School,kingsbury road,B24 9ND,-1.823982485,52.51820064,Erdington,Mixed,Good,330000,B24 8QJ,D,N,F,kingsbury road
932,St Peter and St Paul RC Junior and Infant School,kingsbury road,B24 9ND,-1.823982485,52.51820064,Erdington,Mixed,Good,107000,B24 8QQ,F,N,L,kingsbury road
933,St Peter and St Paul RC Junior and Infant School,kingsbury road,B24 9ND,-1.823982485,52.51820064,Erdington,Mixed,Good,72000,B24 8QQ,F,N,L,kingsbury road
934,St Peter and St Paul RC Junior and Infant School,kingsbury road,B24 9ND,-1.823982485,52.51820064,Erdington,Mixed,Good,234000,B24 8QY,S,N,F,kingsbury road
935,St Peter and St Paul RC Junior and Infant School,kingsbury road,B24 9ND,-1.823982485,52.51820064,Erdington,Mixed,Good,1350000,B24 8QY,O,N,F,kingsbury road
936,St Peter and St Paul RC Junior and Infant School,kingsbury road,B24 9ND,-1.823982485,52.51820064,Erdington,Mixed,Good,4050000,B24 8RB,T,N,F,kingsbury road
937,St Peter and St Paul RC Junior and Infant School,kingsbury road,B24 9ND,-1.823982485,52.51820064,Erdington,Mixed,Good,176000,B24 9NJ,S,N,F,kingsbury road
938,St Peter and St Paul RC Junior and Infant School,kingsbury road,B24 9ND,-1.823982485,52.51820064,Erdington,Mixed,Good,277000,B24 9NJ,S,N,L,kingsbury road
939,St Peter and St Paul RC Junior and Infant School,kingsbury road,B24 9ND,-1.823982485,52.51820064,Erdington,Mixed,Good,120000,B24 9NQ,F,N,L,kingsbury road
940,St Peter and St Paul RC Junior and Infant School,kingsbury road,B24 9ND,-1.823982485,52.51820064,Erdington,Mixed,Good,108000,B24 9NQ,F,N,L,kingsbury road
941,St Peter and St Paul RC Junior and Infant School,kingsbury road,B24 9ND,-1.823982485,52.51820064,Erdington,Mixed,Good,238000,B24 9NQ,S,N,F,kingsbury road
942,St Peter and St Paul RC Junior and Infant School,kingsbury road,B24 9ND,-1.823982485,52.51820064,Erdington,Mixed,Good,122000,B24 9PH,T,N,L,kingsbury road
943,St Peter and St Paul RC Junior and Infant School,kingsbury road,B24 9ND,-1.823982485,52.51820064,Erdington,Mixed,Good,95000,B24 9PZ,T,N,F,kingsbury road
944,St Peter and St Paul RC Junior and Infant School,kingsbury road,B24 9ND,-1.823982485,52.51820064,Erdington,Mixed,Good,310000,B24 9SD,S,N,F,kingsbury road
959,St Peters CofE Primary School,old church road,B17 0BE,-1.958211269,52.45423508,Harborne,Mixed,Good,268000,B17 0BB,F,N,L,old church road
960,St Peters CofE Primary School,old church road,B17 0BE,-1.958211269,52.45423508,Harborne,Mixed,Good,243075,B17 0BB,F,N,L,old church road
961,St Saviour's C of E Primary School,alum rock road,B8 1JB,-1.857447497,52.49157256,Saltley,Mixed,Good,265000,B8 1JB,T,N,F,alum rock road
962,St Saviour's C of E Primary School,alum rock road,B8 1JB,-1.857447497,52.49157256,Saltley,Mixed,Good,360000,B8 1ND,O,N,F,alum rock road
963,St Saviour's C of E Primary School,alum rock road,B8 1JB,-1.857447497,52.49157256,Saltley,Mixed,Good,170000,B8 2AG,T,N,F,alum rock road
964,St Saviour's C of E Primary School,alum rock road,B8 1JB,-1.857447497,52.49157256,Saltley,Mixed,Good,54000,B8 2LS,F,N,L,alum rock road
965,St Saviour's C of E Primary School,alum rock road,B8 1JB,-1.857447497,52.49157256,Saltley,Mixed,Good,53000,B8 2LS,F,N,L,alum rock road
966,St Saviour's C of E Primary School,alum rock road,B8 1JB,-1.857447497,52.49157256,Saltley,Mixed,Good,40000,B8 2LS,F,N,L,alum rock road
967,St Saviour's C of E Primary School,alum rock road,B8 1JB,-1.857447497,52.49157256,Saltley,Mixed,Good,168000,B8 2LU,T,N,F,alum rock road
968,St Saviour's C of E Primary School,alum rock road,B8 1JB,-1.857447497,52.49157256,Saltley,Mixed,Good,185000,B8 2TF,T,N,F,alum rock road
969,St Saviour's C of E Primary School,alum rock road,B8 1JB,-1.857447497,52.49157256,Saltley,Mixed,Good,310000,B8 3JA,S,N,F,alum rock road
970,St Thomas Aquinas Catholic School,wychall lane,B38 8AP,-1.94732598,52.41004419,Kings Norton,Mixed,Good,390000,B38 8TB,D,N,F,wychall lane
971,St Thomas More Catholic Primary School,horse shoes lane,B26 3HU,-1.782846783,52.45635347,Sheldon,Mixed,Serious Weaknesses,205000,B26 3HS,S,N,F,horse shoes lane
972,St Thomas More Catholic Primary School,horse shoes lane,B26 3HU,-1.782846783,52.45635347,Sheldon,Mixed,Serious Weaknesses,270000,B26 3HS,D,N,F,horse shoes lane
973,St Thomas More Catholic Primary School,horse shoes lane,B26 3HU,-1.782846783,52.45635347,Sheldon,Mixed,Serious Weaknesses,270026,B26 3HU,S,N,F,horse shoes lane
974,St Thomas More Catholic Primary School,horse shoes lane,B26 3HU,-1.782846783,52.45635347,Sheldon,Mixed,Serious Weaknesses,237000,B26 3HY,S,N,F,horse shoes lane
975,St Thomas More Catholic Primary School,horse shoes lane,B26 3HU,-1.782846783,52.45635347,Sheldon,Mixed,Serious Weaknesses,460000,B26 3HY,D,N,F,horse shoes lane
981,Stanville Primary School,stanville road,B26 3YN,-1.7791817369999998,52.46236998,,Mixed,Good,190000,B26 3YJ,D,N,F,stanville road
983,Stirchley Primary School,pershore road,B30 2JL,-1.9231593919999999,52.42612319,Stirchley,Mixed,Good,450000,B29 7HA,D,N,F,pershore road
984,Stirchley Primary School,pershore road,B30 2JL,-1.9231593919999999,52.42612319,Stirchley,Mixed,Good,225000,B29 7LS,T,N,F,pershore road
985,Stirchley Primary School,pershore road,B30 2JL,-1.9231593919999999,52.42612319,Stirchley,Mixed,Good,200000,B29 7NG,S,N,F,pershore road
986,Stirchley Primary School,pershore road,B30 2JL,-1.9231593919999999,52.42612319,Stirchley,Mixed,Good,152000,B29 7NY,O,N,L,pershore road
987,Stirchley Primary School,pershore road,B30 2JL,-1.9231593919999999,52.42612319,Stirchley,Mixed,Good,275000,B29 7PU,T,N,F,pershore road
988,Stirchley Primary School,pershore road,B30 2JL,-1.9231593919999999,52.42612319,Stirchley,Mixed,Good,280000,B29 7PU,T,N,F,pershore road
989,Stirchley Primary School,pershore road,B30 2JL,-1.9231593919999999,52.42612319,Stirchley,Mixed,Good,135000,B30 2JR,O,N,F,pershore road
990,Stirchley Primary School,pershore road,B30 2JL,-1.9231593919999999,52.42612319,Stirchley,Mixed,Good,240000,B30 2NW,T,N,F,pershore road
991,Stirchley Primary School,pershore road,B30 2JL,-1.9231593919999999,52.42612319,Stirchley,Mixed,Good,80000,B30 2YG,O,N,L,pershore road
992,Stirchley Primary School,pershore road,B30 2JL,-1.9231593919999999,52.42612319,Stirchley,Mixed,Good,157050,B30 2YG,T,N,F,pershore road
993,Stirchley Primary School,pershore road,B30 2JL,-1.9231593919999999,52.42612319,Stirchley,Mixed,Good,141000,B30 3DT,T,N,F,pershore road
994,Swanshurst School,brook lane,B13 0TW,-1.874183805,52.42967285,Billesley,Girls,Outstanding,411000,B13 0BS,D,N,F,brook lane
995,Swanshurst School,brook lane,B13 0TW,-1.874183805,52.42967285,Billesley,Girls,Outstanding,400000,B13 0BU,D,N,F,brook lane
996,Swanshurst School,brook lane,B13 0TW,-1.874183805,52.42967285,Billesley,Girls,Outstanding,355000,B13 0DH,S,N,F,brook lane
997,Swanshurst School,brook lane,B13 0TW,-1.874183805,52.42967285,Billesley,Girls,Outstanding,190000,B13 0TL,S,N,F,brook lane
998,Swanshurst School,brook lane,B13 0TW,-1.874183805,52.42967285,Billesley,Girls,Outstanding,307500,B13 0TL,S,N,F,brook lane
999,Swanshurst School,brook lane,B13 0TW,-1.874183805,52.42967285,Billesley,Girls,Outstanding,175000,B13 0TS,T,N,F,brook lane
1000,Tame Valley Academy,chillinghome road,B36 8QJ,-1.8145699869999998,52.50663432,,Mixed,Good,118000,B36 8QD,T,N,F,chillinghome road
1001,The Dame Ellen Pinsent School,ardencote road,B13 0RW,-1.883096123,52.42756488,Kings Heath,Mixed,Outstanding,127500,B13 0RW,F,N,L,ardencote road
1002,The Dame Ellen Pinsent School,ardencote road,B13 0RW,-1.883096123,52.42756488,Kings Heath,Mixed,Outstanding,162000,B13 0RW,S,N,F,ardencote road
1003,The Deanery Church of England Primary School,fox hollies road,B76 2RD,-1.796576784,52.54270826,Walmley,Mixed,Outstanding,255000,B27 7PX,S,N,F,fox hollies road
1004,The Deanery Church of England Primary School,fox hollies road,B76 2RD,-1.796576784,52.54270826,Walmley,Mixed,Outstanding,265000,B27 7TJ,D,N,F,fox hollies road
1005,The Deanery Church of England Primary School,fox hollies road,B76 2RD,-1.796576784,52.54270826,Walmley,Mixed,Outstanding,100000,B27 7TZ,T,N,F,fox hollies road
1006,The Deanery Church of England Primary School,fox hollies road,B76 2RD,-1.796576784,52.54270826,Walmley,Mixed,Outstanding,320000,B27 7UA,S,N,F,fox hollies road
1007,The Deanery Church of England Primary School,fox hollies road,B76 2RD,-1.796576784,52.54270826,Walmley,Mixed,Outstanding,273500,B28 8RL,T,N,F,fox hollies road
1008,The Deanery Church of England Primary School,fox hollies road,B76 2RD,-1.796576784,52.54270826,Walmley,Mixed,Outstanding,265000,B28 8RW,T,N,F,fox hollies road
1009,The Deanery Church of England Primary School,fox hollies road,B76 2RD,-1.796576784,52.54270826,Walmley,Mixed,Outstanding,380000,B28 9DE,D,N,F,fox hollies road
1010,The Deanery Church of England Primary School,fox hollies road,B76 2RD,-1.796576784,52.54270826,Walmley,Mixed,Outstanding,370000,B28 9DH,D,N,F,fox hollies road
1011,The Deanery Church of England Primary School,fox hollies road,B76 2RD,-1.796576784,52.54270826,Walmley,Mixed,Outstanding,138000,B28 9DP,F,N,L,fox hollies road
1012,The Deanery Church of England Primary School,fox hollies road,B76 2RD,-1.796576784,52.54270826,Walmley,Mixed,Outstanding,304000,B28 9DR,S,N,F,fox hollies road
1013,The Deanery Church of England Primary School,fox hollies road,B76 2RD,-1.796576784,52.54270826,Walmley,Mixed,Outstanding,295000,B28 9DW,S,N,F,fox hollies road
1014,The Oaklands Primary School,dolphin lane,B27 7BT,-1.8205968369999999,52.44111561,Acocks Green,Mixed,Good,151000,B27 7BT,T,N,F,dolphin lane
1015,The Oaklands Primary School,dolphin lane,B27 7BT,-1.8205968369999999,52.44111561,Acocks Green,Mixed,Good,175000,B27 7DE,T,N,F,dolphin lane
1016,The Oaks Primary School,bells lane,B14 5RY,-1.901352909,52.40507034,Druids Heath,Mixed,Good,162500,B14 5QJ,T,N,F,bells lane
1017,The Oaks Primary School,bells lane,B14 5RY,-1.901352909,52.40507034,Druids Heath,Mixed,Good,175000,B14 5QJ,T,N,F,bells lane
1018,The Oaks Primary School,bells lane,B14 5RY,-1.901352909,52.40507034,Druids Heath,Mixed,Good,181000,B14 5QJ,T,N,F,bells lane
1019,The Oaks Primary School,bells lane,B14 5RY,-1.901352909,52.40507034,Druids Heath,Mixed,Good,182000,B14 5QN,S,N,F,bells lane
1020,The Orchards Primary Academy,rhayader road,B31 1TX,-1.985118965,52.41838862,Northfield,Mixed,Good,111000,B31 1TX,F,N,L,rhayader road
1021,The Rosary Catholic Primary School,bridge road,B8 3SF,-1.8508271719999998,52.48507364,Saltley,Mixed,Good,210000,B8 1TD,T,N,F,bridge road
1022,The Rosary Catholic Primary School,bridge road,B8 3SF,-1.8508271719999998,52.48507364,Saltley,Mixed,Good,19000,B8 3TE,F,N,L,bridge road
1025,The Shirestone Academy,shirestone road,B33 0DH,-1.76808173,52.47966348,Tile Cross,Mixed,Outstanding,158000,B33 0DD,T,N,F,shirestone road
1026,The Shirestone Academy,shirestone road,B33 0DH,-1.76808173,52.47966348,Tile Cross,Mixed,Outstanding,160000,B33 0DD,T,N,L,shirestone road
1027,The Shirestone Academy,shirestone road,B33 0DH,-1.76808173,52.47966348,Tile Cross,Mixed,Outstanding,160000,B33 0DD,O,N,F,shirestone road
1028,The Shirestone Academy,shirestone road,B33 0DH,-1.76808173,52.47966348,Tile Cross,Mixed,Outstanding,140000,B33 0DH,T,N,F,shirestone road
1029,The University of Birmingham School,weoley park road,B29 6QU,-1.947395669,52.43567389,Selly Oak,Mixed,Good,132000,B29 5HA,D,N,F,weoley park road
1030,The University of Birmingham School,weoley park road,B29 6QU,-1.947395669,52.43567389,Selly Oak,Mixed,Good,465000,B29 5HA,D,N,F,weoley park road
1031,Tiverton Academy,tiverton road,B29 6BW,-1.9326625590000002,52.44357855,Selly Oak,Mixed,Outstanding,375000,B29 6BP,T,N,F,tiverton road
1032,Tiverton Academy,tiverton road,B29 6BW,-1.9326625590000002,52.44357855,Selly Oak,Mixed,Outstanding,332500,B29 6BS,T,N,F,tiverton road
1033,Tiverton Academy,tiverton road,B29 6BW,-1.9326625590000002,52.44357855,Selly Oak,Mixed,Outstanding,355000,B29 6BS,T,N,F,tiverton road
1034,Tiverton Academy,tiverton road,B29 6BW,-1.9326625590000002,52.44357855,Selly Oak,Mixed,Outstanding,372000,B29 6BT,T,N,F,tiverton road
1035,Tiverton Academy,tiverton road,B29 6BW,-1.9326625590000002,52.44357855,Selly Oak,Mixed,Outstanding,330000,B29 6BY,T,N,F,tiverton road
1036,Tiverton Academy,tiverton road,B29 6BW,-1.9326625590000002,52.44357855,Selly Oak,Mixed,Outstanding,360000,B29 6DB,T,N,F,tiverton road
1037,Tiverton Academy,tiverton road,B29 6BW,-1.9326625590000002,52.44357855,Selly Oak,Mixed,Outstanding,365000,B29 6DB,T,N,F,tiverton road
1038,Tiverton Academy,tiverton road,B29 6BW,-1.9326625590000002,52.44357855,Selly Oak,Mixed,Outstanding,330000,B29 6DB,T,N,F,tiverton road
1039,Tiverton Academy,tiverton road,B29 6BW,-1.9326625590000002,52.44357855,Selly Oak,Mixed,Outstanding,455000,B29 6DB,T,N,F,tiverton road
1040,Ward End Primary School,ingleton road,B8 2RA,-1.831855426,52.49796679999999,,Mixed,Outstanding,168000,B8 2QW,S,N,F,ingleton road
1041,Warren Farm Primary School,aylesbury crescent,B44 0DT,-1.8765869119999998,52.54153294,Kingstanding,Mixed,Requires improvement,185000,B44 0DT,S,N,F,aylesbury crescent
1042,Warren Farm Primary School,aylesbury crescent,B44 0DT,-1.8765869119999998,52.54153294,Kingstanding,Mixed,Requires improvement,200000,B44 0DY,S,N,F,aylesbury crescent
1043,Washwood Heath Academy,burney lane,B8 2AS,-1.819291721,52.49048663,Stechford,Mixed,Good,198000,B8 2AH,T,N,F,burney lane
1044,Washwood Heath Academy,burney lane,B8 2AS,-1.819291721,52.49048663,Stechford,Mixed,Good,225000,B8 2AH,S,N,F,burney lane
1045,Wattville Primary School,wattville road,B21 0DP,-1.957350126,52.50401429,Handsworth,Mixed,Good,80000,B21 0DS,T,N,F,wattville road
1046,Welsh House Farm Community School and Special Needs Resources Base,welsh house farm road,B32 2NG,-1.9739535730000002,52.45286348,Quinton,Mixed,Good,206000,B32 2JR,T,N,F,welsh house farm road
1047,Welsh House Farm Community School and Special Needs Resources Base,welsh house farm road,B32 2NG,-1.9739535730000002,52.45286348,Quinton,Mixed,Good,172100,B32 2NA,S,N,F,welsh house farm road
1048,West Heath Primary School,rednal road,B38 8HU,-1.95498075,52.39978963,West Heath Primary,Mixed,Good,385000,B38 8DT,S,N,F,rednal road
1049,West Heath Primary School,rednal road,B38 8HU,-1.95498075,52.39978963,West Heath Primary,Mixed,Good,493000,B38 8DT,D,N,F,rednal road
1050,West Heath Primary School,rednal road,B38 8HU,-1.95498075,52.39978963,West Heath Primary,Mixed,Good,158000,B38 8DU,O,N,F,rednal road
1051,West Heath Primary School,rednal road,B38 8HU,-1.95498075,52.39978963,West Heath Primary,Mixed,Good,387500,B38 8EA,D,N,F,rednal road
1052,West Heath Primary School,rednal road,B38 8HU,-1.95498075,52.39978963,West Heath Primary,Mixed,Good,145000,B38 8HP,T,N,F,rednal road
1053,West Heath Primary School,rednal road,B38 8HU,-1.95498075,52.39978963,West Heath Primary,Mixed,Good,182500,B38 8HP,S,N,F,rednal road
1054,West Heath Primary School,rednal road,B38 8HU,-1.95498075,52.39978963,West Heath Primary,Mixed,Good,135000,B38 8HT,T,N,F,rednal road
1055,Wheelers Lane Primary School,wheelers lane,B13 0SF,-1.8876643530000001,52.42857167,Kings Heath,Mixed,Good,452625,B13 0SA,D,N,F,wheelers lane
1056,Wheelers Lane Technology College,wheelers lane,B13 0SF,-1.887980397,52.42922733,Kings Heath,Boys,Outstanding,452625,B13 0SA,D,N,F,wheelers lane
